compa_ratio,compa_ratio_range,cost_center,country,current_rating,employee_id,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,legal_full_name,length_of_service,location,management_level,manager_id,org_level_1,org_level_2,org_level_3,org_level_4,org_level_5,region,single_job_family,supervisory_org,tenure_category,total_compensation,age
1.257,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,1074,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Executive,P5,Board Management - Principal Board Associate,Kevin Shaw,7.312,Singapore,Vice President,1295,Shareholders,Board,,,,APAC,Board Management,Board,05-10 Years,134200,40.0
1.052,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,1075,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Christopher Yu,7.186,San Francisco,Individual Contributor,1349,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,05-10 Years,81500,29.0
1.422,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1076,White,Male,Generation X (1965-1980),False,True,Linkedin,False,False,Executive,P5,Board Management - Principal Board Associate,Cody Larson,13.504,San Francisco,Vice President,1461,Shareholders,Board,,,,AMER,Board Management,Board,10-15 Years,216900,54.0
1.203,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,1077,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 QA,Cynthia Wilson,0.562,London,Individual Contributor,4788,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,00-01 Years,74600,31.0
1.003,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1078,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,Danielle Wheeler,9.482,San Francisco,Individual Contributor,2610,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,05-10 Years,77700,32.0
1.083,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,1079,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,Jennifer Silva,4.173,Toronto,Vice President,3082,Shareholders,Board,,,,AMER,Board Management,Board,02-05 Years,119100,34.0
1.184,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,1080,White,Male,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,Timothy Harris,9.638,Marseille,Individual Contributor,3403,Shareholders,Board,People & Operations,Performance management,,EMEA,Human Resources,Performance management,05-10 Years,104200,34.0
1.199,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,1081,White,Male,Generation X (1965-1980),True,False,Linkedin,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,David Foster,22.397,Paris,Individual Contributor,1820,Shareholders,Board,Sales,Account Executives,,EMEA,Sales - Inside Sales,Account Executives,15+ Years,146300,52.0
1.593,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,1082,Asian,Female,Generation X (1965-1980),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,Elizabeth Stewart,16.364,Singapore,Individual Contributor,2022,Shareholders,Board,Finance,,,APAC,FA - Accounting,Finance,15+ Years,170000,57.0
1.178,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1083,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P4,Human Resources - Senior Human Resources Analyst,Angel Ellis,1.071,London,Individual Contributor,5532,Shareholders,Board,People & Operations,Learning & Development,,EMEA,Human Resources,Learning & Development,01-02 Years,103700,36.0
0.983,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1084,White,Female,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Dr. Angel Lewis MD,5.151,London,Individual Contributor,2644,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,05-10 Years,53100,28.0
1.011,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,1085,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,Shirley Suarez,0.093,Toronto,Vice President,4679,Shareholders,Board,,,,AMER,Board Management,Board,00-01 Years,111200,35.0
1.376,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1086,White,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,Christopher Bass,12.03,Vancouver,Vice President,4602,Shareholders,Board,,,,AMER,Board Management,Board,10-15 Years,151400,34.0
0.953,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1087,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,True,Development,M4,IT - Product Management - Senior Manager,Logan Archer,1.173,London,Manager,2172,Shareholders,Board,Technology & IT,IT,,EMEA,IT - Product Management,IT,01-02 Years,150600,41.0
1.181,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1088,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,Adam Montoya,12.795,Toronto,Individual Contributor,4863,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,10-15 Years,129900,34.0
1.466,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,1089,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Executive,P4,Board Management - Senior Board Associate,Mary Mcmillan,11.551,London,Vice President,2656,Shareholders,Board,,,,EMEA,Board Management,Board,10-15 Years,129000,35.0
1.406,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,1090,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,Ashley Rodriguez,0.244,London,Individual Contributor,5512,Shareholders,Board,Legal,Compliance & Regulation,,EMEA,Legal - Corporate,Compliance & Regulation,00-01 Years,87200,31.0
1.256,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,1091,White,Male,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,Dominic Jacobs,10.132,London,Vice President,2440,Shareholders,Board,,,,EMEA,Board Management,Board,10-15 Years,110500,35.0
1.081,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,1092,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,True,Sales,M4,Sales - Management - Senior Manager,Dalton Walters,17.723,Seoul,Manager,2465,Shareholders,Board,Sales,,,APAC,Sales - Management,Sales,15+ Years,149500,39.0
1.074,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,1093,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Software Engineer,John Whitehead,1.082,Paris,Individual Contributor,5406,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,01-02 Years,66600,30.0
0.896,Below Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,1094,White,Male,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Software Engineer,Brandon Henderson,0.611,Paris,Individual Contributor,2861,Shareholders,Board,Technology & IT,IT,Support Services,EMEA,IT - Product Development,Support Services,00-01 Years,48400,28.0
1.625,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,1095,Hispanic,Female,Generation X (1965-1980),True,False,Referral,True,True,Executive,M8,Board Management - Executive Vice President,April Wise,6.808,San Francisco,Executive Vice President,4559,Shareholders,Board,,,,AMER,Board Management,Board,05-10 Years,690800,48.0
1.625,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,1096,Asian,Male,Baby Boomers (1946-1964),False,False,Corporate Website,True,True,Development,M6,IT - Product Management - Senior Director,Dennis Figueroa,2.367,Singapore,Director,5568,Shareholders,Board,Technology & IT,Technology,,APAC,IT - Product Management,Technology,02-05 Years,307200,60.0
0.998,At Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,1097,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P3,IT - Product Development - P3 Business Analytics,Jessica Smith,7.047,Paris,Individual Contributor,1087,Shareholders,Board,Technology & IT,IT,Support Services,EMEA,IT - Product Development,Support Services,05-10 Years,61900,31.0
0.735,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,1098,American Indian or Alaska Native,Female,Generation Z (1997 and onwards),True,True,Recruiter,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Sonya Mckee,1.488,San Francisco,Individual Contributor,1096,Shareholders,Board,Technology & IT,Technology,Product,AMER,IT - Product Development,Product,01-02 Years,40400,25.0
1.018,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,1099,White,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P3,IT - Product Development - P3 Business Analytics,Sandra Aguilar,2.608,London,Individual Contributor,5999,Shareholders,Board,Technology & IT,IT,Network Support,EMEA,IT - Product Development,Network Support,02-05 Years,63100,31.0
1.588,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,1100,American Indian or Alaska Native,Female,Baby Boomers (1946-1964),False,False,Referral,True,True,Development,M6,IT - Product Management - Senior Director,Bethany Parker,1.077,Toronto,Director,4526,Shareholders,Board,Technology & IT,Technology,,AMER,IT - Product Management,Technology,01-02 Years,428700,62.0
1.034,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,1101,White,Male,Generation Y/Millenials (1981-1996),False,True,Linkedin,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Robert Valencia,0.849,Toronto,Individual Contributor,4201,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,00-01 Years,80100,29.0
1.462,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,1102,White,Female,Generation X (1965-1980),False,False,Recruiter,False,False,Executive,P5,Executive Management - Principal Operations Executive,Christine Wright,29.712,Toronto,Vice President,2187,Shareholders,,,,,AMER,Executive Management,Shareholders,15+ Years,223000,53.0
0.803,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1103,White,Male,Generation X (1965-1980),False,False,Referral,False,True,Development,M3,IT - Product Management - Manager,Richard Henson,21.463,San Francisco,Manager,1683,Shareholders,Board,Technology & IT,IT,,AMER,IT - Product Management,IT,15+ Years,146500,53.0
1.404,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1104,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,Marc Moore,3.471,Calgary,Individual Contributor,5512,Shareholders,Board,Legal,Corporate Counsel,,AMER,Legal - Corporate,Corporate Counsel,02-05 Years,108800,30.0
1.273,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,1105,White,Female,Generation X (1965-1980),False,False,Linkedin,False,False,Development,P5,IT - Product Development - Principal Software Engineer,Sharon Cherry,3.507,London,Manager,5701,Shareholders,Board,Technology & IT,,,EMEA,IT - Product Development,Technology & IT,02-05 Years,155300,45.0
1.564,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1106,Black or African American,Female,Generation X (1965-1980),False,False,Referral,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,Sierra Johnson,20.016,San Francisco,Individual Contributor,1949,Shareholders,Board,People & Operations,Learning & Development,,AMER,Human Resources,Learning & Development,15+ Years,238500,49.0
1.076,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,1107,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Executive,P4,Board Management - Senior Board Associate,Gary Galvan,14.575,Paris,Vice President,2656,Shareholders,Board,,,,EMEA,Board Management,Board,10-15 Years,94700,36.0
0.83,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1108,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,Sharon Cochran,6.159,San Francisco,Individual Contributor,2822,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,05-10 Years,56000,29.0
1.294,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,1109,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Rachel Rodriguez,6.975,Seoul,Individual Contributor,4354,Shareholders,Board,Sales,Marketing,Public Relations,APAC,Sales - Direct Sales,Public Relations,05-10 Years,70200,33.0
1.368,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,1110,Black or African American,Female,Generation X (1965-1980),False,False,Recruiter,True,True,Executive,M8,Board Management - Executive Vice President,Shannon Walker,28.479,Incheon,Executive Vice President,2187,Shareholders,Board,,,,APAC,Board Management,Board,15+ Years,406900,51.0
1.312,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,1111,White,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Services,P4,Human Resources - Senior Human Resources Analyst,Julia Torres,12.436,Busan,Individual Contributor,1729,Shareholders,Board,People & Operations,Performance management,,APAC,Human Resources,Performance management,10-15 Years,101000,34.0
0.785,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1112,Hispanic,Male,Generation X (1965-1980),False,False,Corporate Website,False,True,Finance,M3,FA - Management - Manager,Darren Johnson,17.151,Calgary,Manager,1542,Shareholders,Board,Finance,,,AMER,FA - Management,Finance,15+ Years,143200,50.0
1.063,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1113,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Garrett Lin,2.718,San Francisco,Individual Contributor,1593,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,02-05 Years,82400,29.0
1.155,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1114,White,Male,Generation X (1965-1980),False,False,Referral,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,Mr. Martin Ross,8.414,London,Individual Contributor,3685,Shareholders,Board,Sales,Account Executives,,EMEA,Sales - Inside Sales,Account Executives,05-10 Years,140900,50.0
